SPEC_ID,BPT,WHAN,HgF_g,HgF_er_g,HgF_cont_g,Hg_SDSS,Hg_er_SDSS,Hg_cont_SDSS,Hg_cont_err_SDSS,HA_g,HA_er_g,HA_cont_g,HA_SDSS,HA_er_SDSS,HA_cont_SDSS,HA_cont_err_SDSS,GALRE_i,GALREERR_i
344675757173270528,SFXY,SF,19.097963,16.846407,51.105785,31.310902,2.9671335,17.055256,1.1538097,928.381,15.284533,62.199093,316.23486,4.3532586,20.181482,0.5277023,2.7318316,0.0861399
344676306929084416,SFX,sAGN,-49.8681,16.308378,51.11927,18.027716,2.1251495,16.956055,0.9938345,667.18274,16.54581,62.617764,232.40501,3.972481,19.534195,0.7664532,2.2274673,0.0567825
344693624237221888,AGNX,LLR,30.982134,13.806042,18.649567,7.4023786,2.6147258,7.0290017,0.873733,-14.786164,10.0509615,28.950235,9.523121,2.639389,9.9051485,0.52254635,2.5481951,0.1430241
344699396673267712,AGNX,LLR,-34.17201,12.103842,22.55996,1.0266472,1.7549078,7.941488,0.8034138,-8.259937,10.674114,33.66382,20.574745,4.1994333,11.172679,0.7906373,2.0711544,0.0962082
345665318074476544,AGNXY,SF,-56.8943,16.586102,37.609955,19.550234,2.9854367,11.135117,1.0656642,1162.5952,18.188213,53.63465,319.4122,4.8725433,15.868098,8.826187,2.8094964,0.1677711
345696929033775104,UNCXY,sAGN,228.65804,22.174114,73.219604,119.46665,5.7865376,19.74918,2.3320656,2319.311,31.400124,99.96934,688.8363,12.46907,25.51671,9.901463,4.8265805,0.2919468
345700502446565376,UNCX,RG,53.01103,20.847544,28.347193,-0.26478368,1.8446774,6.1625776,0.81835836,11.908813,19.112724,43.691883,15.278381,2.2928326,8.872125,0.898517,15.551353,2.8301754
345710123173308416,UNCX,ELR,26.373007,18.162758,36.994534,-4.137338,3.2683256,12.074803,0.8832126,171.96843,16.13705,62.87689,66.94017,4.4135113,19.496956,2.3756802,3.1149015,0.1073952
345714521219819520,AGNXY,sAGN,13.967565,11.490332,25.71797,24.60255,5.177875,12.714224,1.0134562,930.6437,13.710165,42.20541,602.4036,9.184426,19.83009,8.828998,0.8423133,0.0095598
345740084865165312,SFX,sAGN,8.087174,12.149879,20.109127,4.4113665,2.9781687,9.314875,1.007642,243.978,9.908164,30.722471,117.44592,3.892058,13.644009,1.8084257,0.9891681,0.0306117
345757951929116672,NOEL,LLR,69.648476,19.241713,39.17016,3.2751496,1.7779459,12.603825,0.91128814,-46.735664,23.916594,63.819572,1.4630893,2.2040608,18.854029,0.89489555,3.959486,0.1808226
345772795336091648,NOEL,LLR,40.990322,15.409845,23.462688,4.498553,2.0475087,8.335351,0.9063831,-22.624926,11.272751,35.197308,4.1473627,1.6159195,11.47098,0.6620356,4.33581,0.3855108
345782141184927744,UNCXY,sAGN,0.3973607,10.629109,34.100464,73.29194,3.346021,20.890408,1.0061303,1262.7134,13.961987,19.5982,617.41833,6.4524317,11.9493475,7.050718,0.7246803,0.032205
345782416062834688,AGNXY,sAGN,-73.78734,9.381093,25.643347,28.763594,2.350025,14.510101,0.99543756,498.66888,8.742185,24.546572,260.7942,3.6380134,13.926716,2.0242138,0.6917295,0.0165432
345798358981437440,UNCX,wAGN,-223.81409,19.08014,88.03662,9.858192,3.2294538,29.984236,1.1529866,333.18497,15.918514,101.02218,166.27129,4.5236907,33.249287,2.1837902,3.018185,0.112887
345799458493065216,UNCX,ELR,129.54507,39.26185,153.11418,13.871071,4.408342,27.439486,1.2034905,711.3559,38.91614,273.25555,173.62999,7.2163506,45.80396,4.220412,29.699892,0.9425895
345806605318645760,SFX,sAGN,27.060091,15.305942,34.634647,17.569662,2.2900813,11.6730385,0.9392557,542.95,12.966151,49.200058,188.63246,3.2608976,15.759199,0.5244215,2.1713967,0.0509856
345809628975622144,UNCX,ELR,11.616491,12.398093,22.995155,2.2176287,2.1245708,9.40635,0.98537415,83.55167,13.6410475,36.030647,50.568325,4.2853794,13.434717,0.99491775,1.9735903,0.0895977
345810453609342976,AGNX,LLR,36.45522,15.673995,39.442898,-5.7677646,4.8153706,14.103192,0.97063047,-25.838774,15.975095,62.830227,37.59854,6.5275598,20.311602,1.0658418,2.6456237,0.0800379
345818974824458240,AGNX,LLR,623.1727,69.722664,365.5291,23.031944,5.1472607,50.930634,2.0644944,121.36805,69.26655,614.4244,129.47728,7.928379,77.66426,3.9545236,18.325663,0.1141413
346779398214543360,AGNXY,sAGN,446.58768,20.514479,34.536533,113.62949,4.7597456,11.196109,1.3908395,4488.7637,34.696457,63.5813,1215.0458,10.889747,19.660423,29.16505,2.9892004,0.057969
346780772604078080,AGNX,LLR,790.4737,74.08193,374.59943,32.621204,6.110352,60.92249,2.1888354,-236.80951,70.789505,684.43933,127.68028,8.896859,98.94143,2.5064492,10.2370205,0.0460362
346787094795937792,AGNXY,ELR,627.3126,62.9165,228.65068,68.63481,6.4344673,37.390434,2.4313407,1081.1888,54.515667,428.0642,239.86902,7.98028,63.353233,7.222884,15.45084,0.221367
346809359906400256,NOEL,LLR,31.027496,13.706003,19.18491,-0.2422021,2.108088,6.905805,0.7004534,-21.57455,10.992815,30.039745,12.82696,2.8762672,9.732122,0.66580814,3.0644584,0.1841787
346811833807562752,UNCX,ELR,-193.01585,13.774925,50.796135,3.9809692,3.1244397,23.53952,0.97137576,163.86691,9.752142,58.18245,124.72869,3.6406329,26.19326,2.70442,1.2375873,0.0272895
346815407220353024,AGNX,RG,74.18189,19.90644,30.065924,1.5048306,1.671834,7.1343737,0.79580617,-32.740692,15.746268,51.481216,9.37485,2.0824704,11.131311,0.5488547,8.450253,0.7521393
346816231854073856,AGNX,LLR,57.604515,16.953201,21.820528,0.48952323,1.9307823,6.2685866,0.6525956,-25.347645,12.919539,39.123882,12.413721,2.0784485,10.152416,0.71605915,24.00242,5.133138
346819255511050240,NOEL,LLR,31.685467,21.024574,34.843163,4.015903,2.0707307,8.302946,0.79463696,-61.13299,12.08983,52.278725,5.6061664,1.6388596,11.601695,0.41347757,25.551006,5.3729806
346834373795932160,UNCX,RG,41.145565,18.402473,28.097715,4.8693233,2.6322534,7.3467603,0.78070486,-7.6761622,17.627579,44.697124,16.207054,3.5514956,10.832566,0.69495815,5.0996447,0.2262147
346840146231977984,AGNX,LLR,4.586712,12.469414,23.510527,1.8443779,1.59146,8.059917,0.8121827,-26.681303,13.962815,35.653675,9.918135,2.247853,11.586178,0.6041234,5.8142905,0.6549819
346862961098254336,AGNXY,wAGN,-7.245461,12.923082,23.114298,6.4979925,1.7561641,7.9291553,0.9853554,213.68294,17.16136,29.99,66.69991,3.6248634,10.023296,1.7248213,1.9204011,0.0944115
346863235976161280,AGNXY,ELR,41.231533,17.31887,48.788414,2.8462365,2.9265084,14.592651,0.8984207,74.943344,16.679129,83.09275,46.03829,4.640787,22.674631,1.5865486,2.9100437,0.0623421
346863785731975168,NOEL,RG,41.18219,13.066883,22.604097,2.204976,1.2477398,7.181855,0.79109544,-28.265318,12.594243,34.318245,-1.968194,1.3186356,10.185935,0.5676209,2.999472,0.1766868
346882752307554304,SFXY,sAGN,-10.932463,14.614263,44.30386,33.42153,3.475231,19.339281,1.1810415,822.4067,15.391216,54.219616,339.94638,5.6237626,22.625877,6.0198517,2.012643,0.0499686
346884951330809856,UNCX,RG,42.499058,15.171958,18.148384,1.678727,1.8330222,5.851187,0.8447575,13.570327,16.800516,30.879568,10.173004,2.1478908,9.394801,0.73971695,3.077408,0.3160497
346894846935459840,AGNX,LLR,25.35682,14.626202,17.781223,13.370743,4.3556814,6.1192265,0.9169608,-13.549804,14.0657425,38.146404,29.718452,4.95144,12.536171,0.8678789,2.3947637,0.0639015
346895946447087616,AGNX,LLR,-269.04272,32.884407,205.45114,-2.137754,4.0130477,61.352295,1.91934,-18.237278,32.636597,301.78256,147.87866,6.6853275,83.34092,1.9619294,3.609706,0.0421038
346898695226157056,UNCX,ELR,37.725487,13.157413,18.962626,5.516962,2.016929,6.2701163,0.69518834,112.80997,12.493684,32.608715,43.324497,2.7227955,9.726571,0.8918503,6.872242,0.5455527
346912164243597312,UNCX,RG,137.75606,21.957458,62.91348,3.2582545,2.537717,15.545897,0.8953622,44.587124,24.454136,99.31704,39.304825,3.7685409,21.881557,1.5043747,10.426962,0.5370099
346912988877318144,AGNX,LLR,-111.00371,8.688952,26.654636,1.1858388,2.1761363,13.634403,0.77005976,-27.275791,7.4739017,27.424232,20.963243,3.000114,13.519344,0.92711306,1.2218577,0.0686136
346920960336619520,AGNXY,sAGN,23.791935,6.252452,11.550231,46.514015,4.4473734,10.984523,1.2893327,342.4183,9.174673,12.396756,393.84836,8.698291,11.577558,4.798835,0.7255278,0.047121
346921235214526464,UNCX,ELR,6.1992564,12.135845,26.19809,1.593732,2.2059913,9.293844,0.68261635,38.291637,10.648795,41.716106,30.731737,2.8912675,13.975827,1.0295229,1.8789753,0.063054
346922334726154240,UNCXY,sAGN,-73.89137,15.230952,31.067148,15.790638,1.8143562,8.575386,0.77565986,616.32684,12.641045,31.330479,169.26865,2.5663123,8.296914,0.4874478,8.2315645,1.3475928
346927282528479232,SFXY,SF,453.2321,18.47286,79.175995,257.88028,6.0345316,26.56042,1.8976601,5167.21,33.196445,75.31788,2211.4834,12.817082,24.84503,21.05107,3.441223,0.6635586
346930306185455616,AGNXY,sAGN,-30.898241,17.102867,49.24401,20.701302,3.0614946,14.733189,0.9148477,654.20667,17.598406,62.956944,199.55411,5.0814614,18.403034,4.524635,3.7163892,0.109497
346931955452897280,UNCX,RG,-16.441395,12.871423,33.185837,2.054866,2.1630757,11.853875,0.80400246,14.593413,12.741901,48.04611,33.66716,3.1329527,16.11686,1.1448498,2.0205078,0.0463074
346944050080802816,NOEL,RG,19.939468,16.054266,19.1389,-4.6470027,2.790423,5.8377147,0.7999399,-87.55031,19.37665,30.497047,-9.073201,3.8146648,8.837452,0.96202564,6.6445355,0.8841798
346950922028476416,AGNX,RG,12.116087,14.112577,41.48342,-0.65988517,2.8848686,14.706756,0.8688096,13.003497,18.665447,70.49785,31.17782,5.5503383,22.857626,1.7537127,2.55267,0.0640371
346952571295918080,SFX,SF,-45.19555,11.766107,22.403347,12.557814,1.5493006,7.8079185,0.71272427,579.2758,15.484971,23.246075,170.31134,3.8829963,8.73741,0.8772244,18.389868,1.3356261
347986667551877120,SFX,ELR,300.2714,56.65313,402.6773,76.91488,6.800396,62.851337,2.0115154,2126.713,65.76937,693.27704,441.35083,14.143715,100.27363,9.798072,64.76053,0.1765851
347988041941411840,AGNX,LLR,16.250912,34.44806,228.4005,16.486567,2.6178918,50.47463,1.8861836,-19.195686,27.97011,320.57343,95.687775,3.2789364,64.7593,2.1749585,9.778794,0.1280742
347988866575132672,UNCX,ELR,108.16586,28.804224,106.879974,3.576397,4.072216,25.784313,1.289119,160.33655,23.38346,196.13393,98.78888,5.06775,42.870564,2.5281057,6.0329456,0.1184805
347989966086760448,SFX,sAGN,-3.969303,10.189317,22.279156,9.947977,1.9915769,10.468344,0.9358793,248.95132,9.351074,28.699306,120.8401,3.034899,12.889583,1.3589945,1.4798367,0.0483753
348002885348386816,AGNXY,wAGN,-7.9064937,12.807917,19.391651,0.39597654,1.7465725,5.7789826,0.75767833,182.86848,13.611963,35.457066,58.917355,2.7300606,9.783843,1.6831163,4.362286,0.3712389
348011131685595136,SFXY,SF,23.667902,21.474554,51.50722,49.474834,1.997216,10.692791,0.9702807,1657.1609,16.818018,42.517662,348.67084,2.9475996,8.470588,0.561546,0.9555732,0.0142041
348019927778617344,AGNX,LLR,2.5573387,19.91039,87.95192,3.3206508,2.3854675,25.440811,0.97496414,-121.34571,15.792583,137.76666,30.56599,2.9915135,36.65182,1.439297,3.8308356,0.0724443
368213013611702272,UNCXY,sAGN,373.74362,43.201008,224.10309,162.4227,4.653146,42.202087,1.4653372,12244.496,93.74298,272.1217,2045.9647,15.235389,50.45861,30.633194,15.610882,0.5721303
368308946001225728,UNCX,LLR,21.793169,14.105826,30.495268,-2.333054,3.4042218,8.633533,0.690449,-9.833645,18.135317,49.37302,28.655132,5.5515366,13.644432,0.9174426,3.7450686,0.2376729
368326813065177088,UNCX,ELR,150.78922,35.391994,158.80345,13.729446,3.1701312,27.335915,1.15116,172.2378,38.764305,281.93704,103.83962,5.7084846,45.62262,2.7798972,11.750553,0.2062476
369417528398604288,SFXY,SF,-45.15906,17.26507,51.16365,22.26057,1.4706804,10.198441,0.7269653,1364.7406,18.339228,57.280064,280.87802,2.9668703,11.378922,0.48573843,22.264673,2.2796054
369420552055580672,SFX,ELR,30.232737,14.295891,51.68448,4.8196235,1.7796365,12.76182,0.5338649,202.62457,19.222654,78.77243,71.591866,4.440078,18.440536,1.0551909,3.7682562,0.1590249
369428523514882048,AGNX,LLR,50.289215,14.00254,53.7796,2.9756417,2.101383,15.669157,0.7109795,-78.079865,18.589281,90.03724,15.292602,4.4460025,24.129932,1.6031493,3.2708416,0.1308201
369431547171858432,UNCX,LLR,29.535093,10.720456,21.837214,1.3753337,1.2447907,7.586781,0.64991975,-24.383307,7.071676,30.949068,7.523757,1.2395496,10.3245125,0.43500698,-99999.0,-99999.0
369434021073020928,AGNX,LLR,141.2995,13.738113,77.97544,26.419256,3.6842735,27.748623,0.84929734,-32.778957,12.546903,119.7197,52.811287,5.147707,39.91182,1.4733667,3.5402787,0.0001017
369436769852090368,SFXY,SF,-127.92015,14.787386,82.50396,43.23644,1.7402688,21.274195,0.8204536,2407.1821,22.65577,85.58126,603.4967,4.8828063,22.412748,1.4067396,3.3226745,0.0926148
369440068386973696,NOEL,LLR,237.40004,20.322489,144.26816,9.781058,2.7780848,39.293537,1.0723857,-307.638,19.5768,240.60135,29.116926,3.9480903,60.654762,1.0651114,4.201939,0.0562062
369450788625344512,UNCX,ELR,-32.468758,14.640472,56.583145,5.512805,1.7344475,16.124538,0.77816546,118.65702,18.252102,79.41998,71.67233,2.8022816,21.487799,1.900761,3.2602985,0.1182432
369453812282320896,UNCXY,sAGN,-6.7983885,10.006386,24.675388,14.535654,1.3864686,8.073802,0.76033163,529.61957,14.313214,32.9005,156.4717,4.262229,10.606814,0.9587997,1.9486059,0.1082427
369461783741622272,AGNX,LLR,725.10254,46.486473,402.07245,26.938425,3.5724516,64.60952,1.7703578,-484.46234,49.461475,631.0958,85.216896,5.6457195,94.23147,2.109292,8.581039,0.0346458
369463158131156992,SFX,sAGN,-64.78031,12.73868,38.88847,14.215363,1.5474137,11.283302,0.7941213,935.08636,13.852624,56.16273,270.73715,2.8940473,16.16351,0.8886239,2.1422765,0.0811905
370451890170783744,UNCX,ELR,-15.836076,18.220425,27.948315,0.7512051,2.4880161,8.049548,0.9925948,74.52868,21.141659,42.09009,38.466022,4.514583,11.870139,1.0886117,5.6625543,0.6014877
370520609647519744,AGNXY,ELR,86.12875,71.45814,513.0616,51.10273,7.4960556,113.46235,2.6569607,569.96063,85.8321,742.8155,385.54755,15.608355,158.41281,7.06742,11.003025,0.2404527
370523633304496128,AGNXY,ELR,-26.92725,19.967947,51.299694,1.6257602,4.4500203,18.314163,1.2864408,47.182175,19.400154,70.72132,62.32687,6.936308,24.06061,1.9145827,2.5485342,0.1214637
370536277688215552,AGNXY,ELR,167.31923,34.993927,78.66334,10.94553,3.3734663,15.018422,1.0582646,205.9164,27.038694,126.12504,63.285847,4.281343,22.649456,2.4758577,13.820013,0.6431847
370543424513796096,UNCX,LLR,47.42136,16.089275,31.486734,6.278173,2.7857015,11.356422,0.9752831,-32.744118,10.157078,49.36253,17.193407,2.6671832,16.878204,0.55599946,1.5472637,0.0422394
370546173292865536,AGNX,LLR,240.07509,35.058056,126.46437,21.862486,5.3426337,26.561983,1.4519109,11.367815,29.948671,199.63414,55.670475,7.120523,40.156654,1.5473964,5.968366,0.0926148
370551945728911360,UNCX,RG,74.60463,24.430912,33.034508,11.387209,2.9918652,7.8580227,0.97191,25.996288,25.879816,50.461983,21.720257,3.294446,11.497593,1.0408787,5.646452,0.292218
370561291577747456,SFX,wAGN,19.816124,26.016068,35.510067,9.006815,3.542579,9.909257,1.1843638,327.05914,15.673155,52.61144,101.93625,3.6827102,14.114216,1.1613693,1.3209813,0.0521721
370563765478909952,AGNXY,sAGN,157.22661,31.341742,67.86212,19.405264,4.509544,15.980976,1.3508828,1065.1721,25.249441,110.09173,241.84947,5.9614325,24.63808,6.5836906,4.084306,0.1055646
370585205955651584,UNCX,LLR,33.30643,13.124315,34.915657,1.8997527,2.2734444,17.62451,0.99290955,-64.9403,7.9326878,46.949554,8.253078,2.2729838,22.456244,0.59250987,1.1229036,0.0136617
370594826682394624,NOEL,LLR,5.5422096,20.445192,15.443272,-0.615926,1.349521,4.6156797,0.80773324,-38.559734,21.583557,25.76057,5.4857407,2.9102077,7.643739,0.9808537,2.5054133,0.2150955
371595387531716608,SFX,sAGN,-72.82851,17.036112,30.905035,12.225067,2.8264542,9.723243,1.122607,601.3243,16.194662,42.347157,198.84544,4.355652,13.320721,2.3889565,2.466191,0.0834957
371611605328226304,NOEL,RG,23.397406,17.359932,36.78844,1.1841108,3.5039227,12.336197,0.95030046,-80.88061,15.677135,55.040382,9.939079,4.787718,17.96263,0.829388,2.2033305,0.0697323
371630297025898496,NOEL,LLR,31.750168,21.588976,12.958044,2.9260497,2.1109545,4.7209153,1.2857469,62.985775,39.740154,18.202976,1.6640006,4.1082163,6.4702306,1.5620638,1.5531285,0.1654998
371632496049154048,UNCX,ELR,-49.25283,29.449173,106.82409,4.9674835,5.3890166,33.215214,1.488692,88.86442,26.210375,142.59203,100.73731,8.01404,42.633698,2.598407,3.3266408,0.0814956
371646239944501248,AGNXY,RG,-294.1009,15.992857,64.40391,-36.95951,6.934284,33.768997,1.678073,21.893166,12.220218,68.7451,99.51568,8.532189,36.399155,3.0692668,0.6921702,0.0058986
371655860671244288,UNCX,ELR,127.38937,24.667284,51.78155,9.51976,4.3643317,16.166927,1.3083192,84.25637,17.834763,81.58527,55.797478,4.9136496,23.59019,1.4689739,2.6174867,0.0685797
371667405543335936,UNCXY,SF,-41.11241,21.174915,81.63202,66.81647,3.7524443,33.528625,1.4792659,2007.9819,27.041712,91.67433,819.40497,9.370702,36.97909,0.8329309,1.2225018,0.0129837
371668230177056768,SFX,wAGN,-108.9527,37.47511,110.99755,18.803873,3.525456,24.917057,1.649267,888.11957,32.159702,149.94899,236.5471,5.409923,33.63086,1.6665797,3.2392807,0.033222
371669329688684544,UNCX,ELR,41.873955,24.47678,28.9069,10.129034,3.8451297,7.2437534,0.9924262,79.29787,34.388317,50.835266,35.757645,7.6733484,11.951234,1.2240072,9.706384,1.7218488
371670154322405376,UNCXY,SF,43.111267,39.135853,88.353165,23.973291,3.8027968,16.12234,1.5065185,1557.2051,33.083813,118.144554,286.4463,5.262138,21.393276,2.2957609,17.662815,4.1059003
371673452857288704,NOEL,LLR,52.763412,17.958147,29.28321,0.90399516,2.0650475,11.167407,1.2690921,-69.573555,11.488608,44.51094,4.524059,1.6405816,16.054905,0.5767466,1.9493517,0.339339
371675926758451200,AGNX,RG,92.3166,25.752384,42.125355,1.6993845,2.9546099,11.012728,0.9872178,-0.8462354,19.743956,66.78312,24.584965,3.4329467,16.530718,1.1678752,3.877482,0.1596012
371702315037517824,AGNXY,wAGN,21.880333,21.486788,31.299185,3.7559347,2.8861785,8.283029,0.8750287,198.85864,20.262482,52.917667,59.293377,4.4897037,13.77959,1.7594571,3.8324966,0.1369899
371703139671238656,SFXY,SF,753.60144,64.29908,424.01086,469.18594,9.877201,117.96759,2.0325007,19489.707,176.91109,474.06638,5208.8286,43.80696,129.09833,4.1391454,5.4716635,0.0554604
371705888450308096,SFX,wAGN,5.2197127,20.025103,53.34176,13.702531,2.486304,17.816214,1.1581323,345.76764,15.789975,74.104004,140.86185,3.55505,23.810305,1.785842,1.98993,0.0685458
371716333810771968,UNCX,ELR,73.867134,22.164986,34.437225,3.2879226,2.9319186,8.589064,0.9732275,197.64478,29.6906,64.77697,56.83681,5.759353,15.517279,2.0144682,3.2946055,0.0113565
372681430108497920,NOEL,LLR,12.529084,18.02548,32.70368,3.4087296,2.2000287,12.457527,1.02054,-70.95438,11.43595,44.38306,5.8013496,1.7069877,15.999188,0.7103415,2.380492,0.1029882
372682529620125696,SFXY,sAGN,662.0846,99.61953,514.5467,148.77547,6.281262,70.38693,2.3801072,8534.385,134.08696,702.4811,1180.0806,14.547628,93.08022,11.199365,12.477268,0.1133955
372694624248031232,UNCXY,sAGN,-51.15705,13.235728,34.772232,9.085285,3.258792,14.949156,1.0116197,404.08484,13.76608,42.69174,170.29964,5.3858795,18.243935,4.0003905,0.8829255,0.0362391
372775163474765824,UNCX,ELR,177.18767,73.318954,161.86412,15.093216,3.2875488,15.965777,1.5915892,446.44666,56.07478,267.00262,82.969574,4.0765963,25.21026,1.0451705,24.539736,0.0
372787532980578304,UNCX,RG,98.61331,20.590982,25.13426,13.728466,5.386677,8.758069,1.0390401,35.784756,25.451822,42.427177,26.127174,7.906291,13.523175,1.2929751,2.2735713,0.1093275
372790556637554688,AGNX,LLR,40.395363,20.303972,35.452606,-2.855549,2.4689493,9.950428,0.9982274,-23.171219,20.07831,64.33765,20.516422,3.775,16.595516,1.1499634,3.5879421,0.1799751
372819143939876864,SFXY,SF,221.28218,26.160692,127.4722,275.13437,7.668121,47.13439,5.631734,4630.4087,40.963345,91.707565,1818.4287,16.31679,32.75704,20.747877,2.5326352,0.1791954
372819693695690752,UNCX,RG,114.18422,27.156181,43.466614,5.3086596,2.931372,9.72742,0.9014743,-68.82903,21.169283,71.5792,12.979438,2.8533587,14.698191,0.77439207,7.449864,0.404427
372821617841039360,AGNX,LLR,181.77274,35.77791,120.654076,2.762723,3.0509493,24.881641,1.2385985,-134.19235,29.143778,189.26071,30.81008,4.175094,36.559467,1.5779612,11.138218,0.458328
372828764666619904,AGNX,LLR,115.01842,34.12649,121.33974,2.8018563,3.9392877,26.056728,1.208984,-115.266556,29.656054,185.61218,31.125666,5.3536706,37.710888,1.1617681,6.680537,0.1218366
372833437591037952,AGNX,RG,45.30361,15.805601,25.88464,-0.63622177,4.4293785,8.726067,0.7636206,-34.06707,13.479531,41.188282,8.909787,5.259788,12.900373,0.77649564,1.9185365,0.1197009
372842508561967104,AGNXY,sAGN,354.92084,21.216988,63.111225,225.29602,8.020284,23.245684,4.1713505,4030.0908,34.80004,92.59915,2425.2998,17.830976,35.874287,26.79735,1.8947049,0.0882078
373816950725306368,SFXY,SF,2445.2083,53.324883,198.14133,912.30145,12.276041,61.151695,2.3807895,23498.98,179.06029,134.77478,6735.804,47.47208,41.375065,61.879658,3.253349,0.0499686
373818599992748032,SFX,sAGN,-23.264944,20.385326,41.1636,21.275745,2.7257621,11.81483,0.901307,766.9632,19.296427,47.81045,217.97609,4.2958984,13.689745,3.4208274,2.8741436,0.1567536
373905736289249280,UNCX,RG,40.51331,14.559573,25.573662,6.852578,2.8466823,10.555638,0.97963756,-2.8265042,16.001286,39.928135,15.697008,4.035265,15.166427,1.3688322,1.6792026,0.0758682
373907935312504832,NOEL,RG,38.183033,17.639042,20.63765,-0.15144321,2.0253718,6.559807,0.6956041,-6.8735795,17.271051,32.038483,7.174353,2.7785604,9.774639,0.8574213,2.573722,0.1605843
373910409213667328,UNCX,ELR,130.939,34.19418,72.87365,6.3687024,3.5138173,14.448516,1.1535916,195.66963,31.238844,129.85165,60.769527,5.1967926,24.616472,2.4188793,5.305079,0.1222773
373929375789246464,SFXY,SF,-31.175095,11.760592,21.434984,36.70441,2.3874629,10.0963125,0.9322487,536.3212,8.718464,14.887261,252.5041,3.325246,6.876134,0.56229526,-99999.0,-99999.0
373940645783431168,UNCX,LLR,-48.048946,21.999306,56.71501,0.7217599,2.97452,15.669865,1.0063105,4.7197723,18.46223,82.812836,39.45454,4.304343,22.41083,1.5377111,5.291824,0.3767307
373947792609011712,SFXY,SF,-217.82196,32.951324,109.44718,33.349663,3.1647377,20.211435,1.1411469,2317.3086,36.60123,115.411,423.39777,5.7802305,21.42614,6.3943543,9.274226,0.3320166
373954939434592256,UNCX,ELR,40.517677,25.006235,75.79325,1.6051961,3.9898498,22.354366,1.1418141,180.95744,24.95484,122.95581,93.05562,6.7975583,34.29003,2.8424277,3.7413056,0.0865467
373966209428776960,AGNXY,sAGN,93.14554,25.587679,43.554047,14.862083,3.4613378,12.3264475,1.3770924,671.01013,22.218302,70.88852,178.11823,4.4647465,19.002958,3.3966541,2.6505733,0.1042425
375017066761054208,SFX,wAGN,73.298805,15.301526,23.546034,11.47835,2.4310715,6.5624375,0.8360491,158.33183,16.757977,34.645863,47.17312,4.326447,9.051729,1.1532998,5.347725,0.7509528
375074241365698560,AGNXY,sAGN,2.2209506,15.054575,25.942732,4.1692386,1.9698648,7.375418,0.7098164,282.35727,27.441648,37.71173,63.564972,14.2998085,10.186311,1.8379964,3.440511,0.2114004
375082762580813824,SFX,ELR,21.415298,13.768742,20.113174,4.289656,2.2845645,6.6589046,0.87028205,108.629196,13.720204,34.084274,43.952404,3.7544754,10.64601,1.3879957,2.652641,0.2255367
375084961604069376,SFX,sAGN,-25.01665,25.76366,103.25317,26.582407,2.952979,22.637802,0.92309123,951.59357,33.703438,138.53113,236.63422,6.083168,29.548967,6.927798,3.802563,0.1165482
525806833261111296,AGNXY,SF,29.998451,8.226141,25.620964,135.80553,7.316553,26.254164,2.5325272,271.60715,9.869906,28.71525,402.84824,13.898726,29.609364,4.878032,0.2016372,0.0116277
525834870807619584,UNCX,LLR,291.6763,36.658478,128.41324,12.926783,4.515246,29.671747,1.2515795,-205.53186,31.777617,226.35342,26.106285,5.67874,46.825172,1.2112511,6.432457,0.0865467
525840093487851520,SFX,ELR,30.284721,13.211138,18.475956,5.5646534,3.4164567,7.2037144,0.8223897,52.17571,12.881147,29.63865,32.811443,5.538517,10.787337,0.8223479,1.974336,0.0611556
525842017633200128,UNCX,ELR,72.446754,38.78841,146.75127,6.7807226,3.3948348,27.89662,1.4166832,217.33925,36.90847,239.73747,102.462166,5.230712,41.951992,1.3483328,7.545733,0.0980388
525878026639009792,UNCX,ELR,64.8628,30.695044,77.661995,7.999541,2.6379073,15.281251,1.0334182,86.05341,27.576052,140.44618,49.77559,3.6345773,25.743498,1.0853808,7.5032225,0.1122429
525895618825054208,UNCX,ELR,53.76821,18.929867,18.027977,7.9284077,2.8569963,7.356332,1.2802757,32.44916,13.445013,35.609886,15.391525,2.5990813,12.86062,1.0347905,1.7138484,0.0582402
525897817848309760,NOEL,RG,55.749847,30.833023,17.08684,1.3802979,2.2870636,3.4723017,1.0565733,-36.0556,33.19335,26.126951,8.864725,3.1420307,4.697224,0.9733826,4.2641454,0.1557705
525900841505286144,AGNX,LLR,198.90247,33.622932,81.83229,5.8177633,3.6908407,18.065355,1.2353373,67.8991,25.77291,139.29292,50.666855,4.461733,28.299755,1.5348998,7.862461,0.1550925
525904140040169472,AGNX,LLR,-53.351387,24.537926,77.28348,6.8573966,2.8350735,22.11462,1.3032954,-17.047138,18.225843,98.30369,43.260643,3.2852712,26.103935,1.0101776,2.7026436,0.0485787
525923656371562496,SFX,wAGN,-3.6266546,17.552387,30.401487,8.984822,2.9322712,9.662143,1.0878278,263.20676,13.536947,43.235435,96.379265,3.5544522,13.251208,1.2785455,2.8334975,0.1176669
525929153929701376,UNCX,RG,32.377354,21.367975,30.016113,-0.5533645,2.1267872,7.946178,0.8555355,14.793443,16.681913,44.084297,16.37666,2.5984907,10.783293,0.96433747,5.3970833,0.3794766
525937125389002752,SFX,ELR,210.28168,42.324974,193.19595,46.25846,6.15675,41.49779,1.8291839,633.8583,45.443703,319.94482,221.79869,10.388338,63.456024,4.952788,7.741031,0.1003779
