SPECID,CATAID_1,SURVEY,IS_BEST,IS_SBEST,RA,DEC,Z,BPT,WHAN,HA_EW,HA_EW_ERR,HA,HA_er,HB,HB_er,OIII,OIII_er,NII,NII_er,LOIII,LOIII_er,BMS
1035965943454394368,505788,SDSS,true,true,221.70273,-1.95864,0.04278206,SFGX,sAGN,9.503103,0.17284262,4434.406,78.45918,106.35937,78.15991,-5.2352266,56.48712,2965.4375,67.66728,39.64597038689117,-2.0,1
1035977488326486016,505832,SDSS,true,true,221.94561,-1.8960000276565552,0.05742167,UNCX,LLR,-1.0907398,0.1802802,-156.43063,25.744755,-283.04385,36.452415,-86.19023,28.41153,124.40649,21.45061,39.62685365967129,-1.0,0
1036002227338110976,486997,SDSS,true,true,222.53035,-1.59707,0.14663927,UNCX,ELR,0.9082303,0.2616885,56.93921,16.183338,1.5654569,45.6253,18.288208,17.320875,118.66916,11.860478,40.42706328587564,-2.0,0
317515896174176256,534658,SDSS,true,true,174.4139,-0.97067,0.14364846,AGNX,LLR,-0.080703236,0.19724104,-3.8920035,9.407932,-95.338036,40.31621,-22.305235,14.388408,72.00328,10.871384,39.49597239600536,-2.0,0
317525791778826240,53744,SDSS,true,true,174.79024,-0.26907,0.13478902,UNCXY,SFG,38.803497,0.35440055,2428.9607,20.545416,444.66492,20.24065,1027.0531,17.898298,936.8122,13.766282,41.63975507826002,39.8809739151321,1
317552454935799808,53654,SDSS,true,true,174.05669,-0.34439,0.12737948,UNCXY,sAGN,12.954578,0.3816235,738.72015,20.638638,2.0205207,25.24312,83.584335,20.367405,352.17816,14.18936,40.49989049825512,39.88670130600864,0
317659382441601024,21859,SDSS,true,true,174.45777,1.1966500282287598,0.110960506,NOEL,LLR,-0.5906322,0.2219985,-36.56493,13.645305,-80.55033,17.947699,-31.25088,14.491954,25.617489,13.898082,39.917122917526456,-1.0,0
317673950970669056,6881,SDSS,true,true,174.63313,0.8215299844741821,0.106080815,AGNX,LLR,-0.052192517,0.19141255,-3.8501825,14.011136,-138.66928,19.33313,-2.1808188,21.386677,125.47241,17.017616,40.02345247688543,-2.0,0
317678349017180160,609331,SDSS,true,true,175.15946,0.33529001474380493,0.10671078,AGNXY,wAGN,3.3731518,0.24669856,230.66858,16.562,-48.67258,19.812479,140.3929,23.47625,236.6313,14.880592,40.56761069132118,39.79089427196231,0
318640426741426176,54263,SDSS,true,true,177.33785,-0.38458,0.082978114,UNCX,ELR,1.399908,0.19070716,130.49152,17.541718,-71.633934,24.402954,-22.893097,17.965788,280.15472,14.841973,39.31249193564961,-2.0,0
318641526253053952,30748,SDSS,true,true,176.66641,-1.14961,0.15677139,UNCX,ELR,1.4178449,0.42316484,70.63414,20.942047,-56.455135,23.30986,-11.647271,21.011728,104.03041,19.816713,40.245597461774764,-2.0,0
318646748933285888,39425,SDSS,true,true,177.01176,-0.68449,0.12119982,AGNXY,sAGN,7.1496387,0.2829755,373.30072,14.350308,-66.56813,19.150661,186.81316,15.564389,321.48654,11.757448,40.80488662468494,39.725611234529524,0
318650047468169216,39474,SDSS,true,true,177.10339,-0.81403,0.07817791,UNCX,ELR,1.3971092,0.20902322,126.814964,18.72738,-74.27593,28.969967,39.439087,21.362793,149.417,16.286276,40.0592462287291,-2.0,0
318652246491424768,30663,SDSS,true,true,176.33133,-1.08597,0.124939986,AGNXY,sAGN,6.553413,0.31740394,242.03772,11.345029,-28.831915,15.844274,86.76518,12.162704,244.69742,10.233456,40.49888620005098,39.64557086553893,0
318661317462353920,559393,SDSS,true,true,176.9022,-0.43649,0.11701963,UNCX,ELR,1.8283609,0.33612236,105.16417,19.109205,-112.97902,24.456976,-42.641235,20.160192,152.01666,15.541074,40.10776934892699,-1.0,1
318672037700724736,54043,SDSS,true,true,176.53722,-0.34967,0.15580136,UNCX,ELR,1.4315212,0.27687404,84.69689,16.160534,-68.71463,23.518232,6.987851,19.810175,117.28993,24.905062,40.42597747973758,-2.0,0
318680284037933056,39260,SDSS,true,true,176.24413,-0.82345,0.15618137,UNCX,ELR,1.3254825,0.3544251,23.34167,6.178624,-30.510912,7.3103123,-4.9511695,6.2616243,72.187805,7.3153706,39.638908178345844,-2.0,0
318692373649451008,559141,SDSS,true,true,175.89735,-0.49511,0.1715477,AGNXY,sAGN,8.859232,0.22900014,806.90906,19.721355,191.67883,26.569931,2620.1147,27.152376,577.48126,25.137226,42.26197884187143,40.277466377179785,1
318694577689094144,559107,SDSS,true,true,175.52435,-0.44981,0.108729266,SFGX,sAGN,7.6130366,0.29728153,412.72806,15.744107,8.391646,16.865126,4.684075,13.743792,232.07097,11.051622,39.9443869075197,-2.0,0
318697051590256640,534903,SDSS,true,true,175.65969,-0.99478,0.106289156,NOEL,LLR,-0.91877127,0.24254486,-32.301468,8.481932,-44.018894,13.22715,-26.180826,11.647593,-0.47141823,9.675708,39.784015204884696,-1.0,0
318699525491419136,30518,SDSS,true,true,175.70065,-1.18236,0.22300434,UNCXY,sAGN,22.089376,0.44944492,935.8901,17.959625,202.2042,16.91754,69.81004,9.737566,568.0749,12.504524,40.92296947801347,40.06750200544752,1
318705297927464960,53844,SDSS,true,true,175.33518,-0.33472,0.13166028,AGNXY,sAGN,10.80541,0.31941238,512.38715,14.451047,-11.719208,19.281961,65.38697,15.440499,305.03082,11.620104,40.42271361369337,39.79588373244233,0
318730311816996864,97924,SDSS,true,true,175.19179,1.042739987373352,0.1815825,UNCXY,SFG,147.22624,1.6712857,3751.2725,33.764404,855.829,22.33815,1219.9047,19.847445,1292.6399,17.115496,41.98091340837509,40.19229211096042,1
318734160107694080,21990,SDSS,true,true,175.19232,1.100600004196167,0.07504777,UNCX,LLR,-1.0802776,0.20742886,-61.296566,11.714421,-63.887215,19.562551,-59.490585,14.236572,33.890896,9.619583,39.56288183374083,-1.0,0
318740757177460736,7104,SDSS,true,true,175.7123,0.832360029220581,0.07514777,SFGX,sAGN,17.037119,0.33182976,682.7238,12.625793,30.995514,16.201006,-1.5400472,11.92634,310.66272,9.392357,39.458173788671395,-2.0,1
318741032055367680,22025,SDSS,true,true,175.48172,1.0879900455474854,0.1364605,AGNXY,sAGN,59.902977,0.7239782,2769.306,29.423544,311.0763,25.079327,1850.6744,30.053728,1508.5922,22.038855,41.90648398149136,40.11705231551982,1
318761098142574592,69657,SDSS,true,true,175.88884,0.028370000422000885,0.1860627,AGNX,LLR,-0.44226807,0.26933134,-20.754438,12.547302,-118.02978,18.763296,-8.017614,12.475042,68.938995,10.4164095,40.145157859584835,-2.0,0
318778140572805120,7209,SDSS,true,true,176.18586,0.6565200090408325,0.092898555,UNCX,ELR,0.7552496,0.16924772,82.32484,18.23656,-167.21638,27.89968,-42.542286,22.384567,171.64597,16.740345,38.644964233511345,-2.0,0
318784737642571776,7291,SDSS,true,true,176.7790069580078,0.8063499927520752,0.12562001,UNCX,NER,0.5259905,0.27876657,23.882618,12.504025,-57.86934,21.100843,-7.4444704,15.523806,56.431507,11.332062,39.9383450879448,-2.0,0
319763302722856960,39998,SDSS,true,true,179.2412,-0.74057,0.12601897,SFGX,ELR,1.9159657,0.29031378,127.77896,18.999624,-136.83119,29.815556,-56.50063,21.739101,93.5637,14.4247465,40.20647124966311,-1.0,0
319763852478670848,560111,SDSS,true,true,179.2923,-0.62042,0.13164936,UNCX,NER,0.29799312,0.35195008,14.404725,16.827698,-83.47155,30.328604,33.298347,23.459188,54.979958,13.64425,40.51141337950523,-2.0,0
319773198327506944,559945,SDSS,true,true,178.90994,-0.45296,0.1636316,UNCXY,UNC,3.3525789,0.6408361,114.380066,21.576323,-59.69746,24.382591,58.496624,21.875252,57.194355,14.37152,40.568501753426794,40.1413240156805,0
319775122472855552,54690,SDSS,true,true,179.06985,-0.37251,0.10923779,AGNXY,sAGN,15.524978,0.48745975,756.98706,22.682896,71.254845,25.511011,1805.5957,27.151365,768.93256,16.45645,41.69768018028644,39.87485133655247,0
319777871251924992,31076,SDSS,true,true,178.36424,-1.18105,0.080105744,UNCXY,sAGN,31.581293,0.29341468,5103.9155,44.73223,525.29095,42.27827,467.2165,32.494644,3390.5918,36.19894,40.83561929542763,39.677912907061184,1
319778421007738880,31079,SDSS,true,true,178.3622,-1.13571,0.080785796,UNCX,NER,0.46773976,0.16095735,76.74851,26.1697,-266.54993,45.41545,-71.12106,33.236553,229.88278,22.249607,39.99622370395926,-1.0,1
319781444664715264,535507,SDSS,true,true,178.32231,-1.0226000547409058,0.18009277,SFGX,sAGN,9.549129,0.41004783,440.1568,18.351034,-80.92378,21.764072,33.818058,17.178387,297.86893,14.192988,40.72082848221792,-2.0,1
319789416124016640,535485,SDSS,true,true,178.17181,-0.89514,0.13689972,UNCX,ELR,0.8866695,0.22297208,86.37069,21.458937,-176.73462,33.731277,-40.2846,28.178339,162.12766,18.535194,39.84809238679888,-2.0,1
319791615147272192,535461,SDSS,true,true,177.95166,-0.93803,0.081185825,SFGX,wAGN,5.0943737,0.2986373,233.97348,13.357096,-19.87305,24.206038,-7.2677355,17.26248,122.11386,10.744676,39.613428427646,-2.0,1
319792714658899968,535458,SDSS,true,true,177.92596,-0.92269,0.13604967,SFGX,UNC,3.2153566,0.23523144,268.1999,19.173788,-17.45449,31.30569,-50.266685,26.811218,197.09546,20.030312,39.1622543573781,-2.0,1
319796013193783296,559808,SDSS,true,true,178.40564,-0.60091,0.12615898,UNCXY,sAGN,26.466305,0.29128185,2313.5789,23.717644,206.02908,24.097708,128.74107,18.0146,1090.3344,16.329214,40.67890589173203,39.82481340079026,1
319796837827504128,559852,SDSS,true,true,178.49086,-0.61571,0.105337515,UNCX,LLR,-0.28879213,0.34661984,-10.650392,12.71684,-69.9648,17.185331,-12.157085,14.264398,41.15038,13.518291,39.62285529391468,-2.0,0
319798212217038848,559862,SDSS,true,true,178.62246,-0.60311,0.1306893,SFGX,UNC,3.4124737,0.4517282,157.45108,20.138605,-44.219025,33.571415,-47.41253,25.569237,103.98783,18.79347,39.17186069235862,-2.0,1
319805084164712448,39762,SDSS,true,true,178.18906,-0.73641,0.11996854,UNCXY,wAGN,5.282272,0.27222025,552.00586,27.843113,-220.20297,34.04639,53.928963,25.409458,439.82617,23.973885,40.25621252532516,39.929385857375,1
319813055624013824,535387,SDSS,true,true,177.65911,-0.89072,0.05147374,UNCXY,sAGN,22.50916,0.24263303,3459.276,35.413704,410.78635,35.319088,815.67395,27.42376,1968.6992,26.869799,40.68761776801847,39.21422817497373,1
319832571955406848,559529,SDSS,true,true,177.50534,-0.49212,0.13534962,UNCX,ELR,0.885088,0.20392111,57.031143,12.943043,-110.08307,19.496801,-39.12846,16.664782,143.24944,12.816728,40.15469322165629,-1.0,0
319836145368197120,535230,SDSS,true,true,176.98044,-0.84215,0.07768558,UNCX,ELR,1.9518396,0.15161844,209.26805,16.02669,-136.24107,25.280369,-31.127167,18.41028,313.10684,15.594592,38.89434743151778,-2.0,0
319841093170522112,54201,SDSS,true,true,177.16846,-0.28619998693466187,0.047413453,AGNXY,wAGN,4.2753773,0.124607414,1730.8301,49.496986,-151.95963,54.756065,590.575,41.72588,1772.0116,43.303993,40.47514589555521,39.32427634165949,0
319847965118195712,7405,SDSS,true,true,177.30126,0.7992799878120422,0.26516873,NOEL,NER,-1.320197,0.45619103,-61.653675,21.239649,-30.414726,14.379367,-46.575523,9.72288,2.3661864,12.387594,40.52373886463297,-1.0,0
319848239996102656,7379,SDSS,true,true,177.25657,0.7808899879455566,0.12581895,UNCX,ELR,1.0380204,0.22179641,96.50415,20.303516,-139.36777,32.269665,-11.007147,24.052124,171.6504,17.597054,40.136124724953376,-2.0,1
319862258769356800,69986,SDSS,true,true,177.84434,0.1173200011253357,0.047383454,AGNX,LLR,-0.31998408,0.10336432,-117.413605,37.68675,-605.61694,52.51861,-195.49037,37.778004,556.62317,34.711784,39.581583700687695,-1.0,0
319865557304240128,584015,SDSS,true,true,177.88109,-0.05102,0.047423456,AGNXY,sAGN,16.21562,0.18414152,5002.4243,54.825386,346.1778,49.85329,3228.2485,47.164753,4848.3247,48.8776,41.21302315925368,39.37767376574676,1
319869130717030400,98351,SDSS,true,true,177.74992,0.9793099761009216,0.19533382,AGNX,LLR,-0.52104986,0.32250813,-41.469654,25.531385,-85.10299,30.308537,-25.913254,18.381702,91.090645,21.195343,39.99549034498916,-2.0,0
319873803641448448,609948,SDSS,true,true,178.00212,0.28492000699043274,0.08174586,SFGX,ELR,2.8278348,0.15220445,370.4422,19.6079,-213.03719,29.624247,-60.992336,21.817484,294.08163,15.524931,39.82386257633585,-1.0,0
319874078519355392,69997,SDSS,true,true,177.92583,0.03550000116229057,0.25353792,NOEL,NER,-1.0550762,0.3674568,-46.795647,16.161673,-26.119308,19.160715,-21.32604,13.702179,21.612782,14.14067,39.97829919308024,-2.0,0
319874628275169280,584065,SDSS,true,true,178.02609,-0.16636,0.23537664,UNCXY,sAGN,11.979306,0.43216652,436.81848,14.902956,-12.448294,17.597582,31.662144,11.776566,222.85458,12.246275,40.6281550550604,40.19863340567644,0
319876002664704000,70024,SDSS,true,true,178.04416,0.018519999459385872,0.15287085,SFGX,sAGN,14.806524,0.40250432,533.6284,13.534656,-73.40712,22.239342,21.2404,16.00308,274.42032,12.0585,40.466833958583905,-2.0,0
319882599734470656,84465,SDSS,true,true,178.05732,0.5632200241088867,0.19577385,UNCX,UNC,3.1398673,0.40482017,214.79156,27.33579,-104.473724,31.198456,35.086147,19.992931,404.54407,22.463913,40.83755182082741,-2.0,0
319885623391447040,584102,SDSS,true,true,178.11975,-0.13807,0.12764908,NOEL,LLR,-1.2286961,0.18721202,-122.40663,18.562502,-191.80293,26.92018,-125.370766,20.420362,11.975916,14.670644,40.19074270595502,-1.0,0
319889196804237312,610018,SDSS,true,true,178.28348,0.36906999349594116,0.10744767,AGNXY,wAGN,4.9493704,0.33443433,255.49533,16.97114,-48.321033,19.945826,69.645676,16.884003,190.805,12.763644,40.26927298964674,39.65385425217239,0
319894144606562304,84553,SDSS,true,true,178.59452,0.5309299826622009,0.22934622,NOEL,LLR,-0.2942243,0.28382006,-17.876472,17.047926,-96.55955,20.058277,-79.84586,13.344305,11.121403,13.673287,40.53059350329621,-1.0,0
319900191920515072,98447,SDSS,true,true,178.22314,0.8943600058555603,0.22797611,UNCX,NER,0.90089864,0.45208347,44.94755,22.284851,-45.66592,25.96036,-22.694372,15.8860445,85.38589,16.17612,40.05685526691105,-2.0,0
319901566310049792,7562,SDSS,true,true,178.2050018310547,0.699400007724762,0.1578812,UNCX,wAGN,4.3135357,0.5020529,219.90839,25.40042,-62.297577,23.05529,-16.593737,19.792513,240.42398,18.595959,40.13093501726256,-2.0,0
319903490455398400,98470,SDSS,true,true,178.29954,0.8418700098991394,0.28351,UNCX,NER,-1.5953065,0.63564175,-56.623947,22.491512,-111.64372,13.192059,-20.82173,8.144257,53.186974,13.590268,40.50706446375823,-1.0,0
319905139722840064,70167,SDSS,true,true,178.95707,0.028689999133348465,0.10905778,UNCXY,sAGN,27.164955,0.37004942,1804.5653,23.164412,218.18317,20.217367,135.10774,16.564667,1001.3745,15.948311,40.57027437275896,39.65877685300047,1
319905414600747008,70163,SDSS,true,true,178.91799926757812,0.12472999840974808,0.16221151,AGNX,LLR,-0.47452486,0.32344496,-27.762196,18.831297,-109.32668,20.81056,-44.65369,17.629648,48.975433,13.015846,40.34084622432491,-1.0,0
319909262891444224,84610,SDSS,true,true,178.8793,0.4289399981498718,0.06074439,UNCX,LLR,-1.0123445,0.11462971,-129.70073,14.6117935,-145.5334,23.28053,-80.040405,17.037302,67.55709,13.550513,39.45430979192175,-1.0,0
319914760449583104,7618,SDSS,true,true,178.61823,0.6876999735832214,0.22874618,UNCXY,sAGN,43.972446,0.7327899,637.76746,9.023965,121.39365,9.124052,224.2645,6.2756877,362.76157,6.6307755,41.452671922426596,39.89957271359875,1
319918608740280320,70216,SDSS,true,true,179.15924,0.04459000006318092,0.169262,UNCX,ELR,0.7711244,0.22847666,38.54467,11.166122,-81.65616,18.047302,-12.4468,14.883016,128.72662,9.94647,40.07017738791161,-2.0,0
319919983129815040,584385,SDSS,true,true,179.20853,-0.16233,0.1051175,UNCX,LLR,-1.0327446,0.1994721,-101.203064,19.471815,-92.45653,27.277946,-78.99213,20.9805,91.30231,19.627056,40.029750209379245,-1.0,0
319920532885628928,584375,SDSS,true,true,179.15814,-0.08735,0.109407805,NOEL,NER,-1.2635449,0.2530768,-75.4285,15.064565,-68.931984,17.727665,-33.26986,13.316857,10.871081,10.636527,39.86787337310835,-1.0,0
319922182153070592,98552,SDSS,true,true,178.7283,0.8448299765586853,0.1991541,SFGX,sAGN,11.02473,0.5026426,457.59708,19.957262,-41.150864,22.771168,23.282871,13.826685,327.9035,15.348756,40.68446436074866,-2.0,1
320891951190665216,584998,SDSS,true,true,180.81399,-0.18871,0.1109152,UNCX,LLR,-1.4367485,0.16623227,-126.809456,14.614828,-242.83911,23.405998,-96.84609,18.010536,56.109966,15.136143,40.011159610936105,-1.0,0
320897448748804096,536045,SDSS,true,true,180.20337,-1.04463,0.17884102,SFGX,sAGN,7.5521812,0.2966788,483.20444,18.32707,16.766403,24.688246,44.58036,24.081203,355.07693,19.050222,40.84823418384572,-2.0,0
320904870452291584,535964,SDSS,true,true,179.8702,-0.92587,0.12970681,UNCX,LLR,0.0048573446,0.22138488,0.19026835,8.66814,-60.840336,13.801635,-12.725715,10.878573,25.284876,8.0292,39.54965546542645,-2.0,0
320910368010430464,560455,SDSS,true,true,180.39363,-0.49469,0.11995598,UNCX,NER,0.49138296,0.24549243,36.78381,18.232273,-76.89359,22.916517,-39.258293,16.536552,93.06352,15.497756,40.04377222907269,-1.0,0
320924936539498496,584682,SDSS,true,true,180.12032,-0.12356,0.08133267,AGNX,LLR,-0.11146283,0.11061307,-33.2439,32.74032,-387.18237,47.000027,-261.24734,35.78347,234.54425,29.464178,40.034257744969345,-1.0,0
320927960196474880,560351,SDSS,true,true,180.04407,-0.59354,0.16977024,UNCX,ELR,1.8475871,0.19843693,124.47198,13.010447,-58.75373,20.005188,-9.582839,15.199688,186.3485,11.882201,40.15274142086142,-2.0,0
320949950429030400,31275,SDSS,true,true,179.23712,-1.2249000072479248,0.12699658,SFGX,sAGN,8.251625,0.327644,394.1588,15.02981,-72.81946,19.24873,-17.272806,14.513298,172.12111,9.8420925,39.645261505355805,-2.0,1
320958471644145664,692601,SDSS,true,true,179.49471,-0.37244,0.25979796,AGNXY,sAGN,25.761623,0.22117293,2811.0764,23.1279,530.3357,14.242013,2908.6726,18.829762,1310.7441,17.907362,42.68017673840868,40.491326729327504,1
320963144568563712,535673,SDSS,true,true,178.98255,-0.97212,0.15021858,SFGXY,UNC,21.51245,0.32391864,1049.9214,14.43857,66.25858,25.211767,20.45305,13.705515,419.23132,11.19871,40.404912880261485,-2.0,1
320963969202284544,31219,SDSS,true,true,178.89589,-1.10437,0.08584306,AGNXY,SFG,71.27446,0.55763006,2558.6677,18.272556,539.4503,13.382147,1833.3743,16.401667,967.4139,9.898313,41.49055807898093,39.442194930056665,1
320966443103447040,39921,SDSS,true,true,178.90828,-0.77061,0.064651236,AGNXY,sAGN,41.827595,0.3026982,13158.72,90.54123,1949.6248,58.039745,6364.8555,61.65747,9254.619,72.39256,41.78061214910224,39.76680930098557,1
320971116027865088,22727,SDSS,true,true,178.88958,1.1251499652862549,0.19701257,SFGXY,sAGN,51.348232,0.5178526,1734.823,15.734652,606.00885,17.609032,309.70987,9.25947,717.5807,10.725119,41.4586890809889,39.93432016402541,1
320991182115072000,70331,SDSS,true,true,179.49952,0.1450899988412857,0.07671227,AGNX,LLR,-0.7872311,0.13071139,-76.909134,12.699494,-123.96511,21.162304,-76.93319,15.091586,80.10172,11.527271,39.60759680828656,-1.0,0
321006575277860864,7921,SDSS,true,true,179.80274,0.7064300179481506,0.062201027,UNCXY,sAGN,13.011267,0.25585744,543.7381,10.222954,50.86897,14.292552,0.89724547,10.420744,356.82684,8.251529,39.27999637223618,-2.0,0
321022243318556672,610397,SDSS,true,true,180.06982,0.4051100015640259,0.077492334,UNCX,ELR,0.7642327,0.12417441,134.11424,21.559519,-247.57283,32.798264,-54.829643,23.649921,314.35522,19.54704,39.8116342979516,-1.0,0
321035712335996928,8046,SDSS,true,true,180.37273,0.6672000288963318,0.12530643,AGNX,LLR,-0.020857498,0.20529228,-1.7010156,16.715752,-117.39103,26.747795,-18.927128,20.254139,147.47354,15.960748,39.89722370510525,-2.0,1
321040660138321920,23104,SDSS,true,true,180.37656,1.1940699815750122,0.07804239,AGNXY,sAGN,6.7976775,0.14572251,1018.8034,21.29072,92.1983,25.208523,1063.7062,21.07873,955.73846,18.339565,41.16984896022657,39.466871710567574,1
321049181353437184,23117,SDSS,true,true,180.40768,1.1979700326919556,0.081982724,AGNXY,wAGN,3.3668234,0.13083754,811.91547,30.97728,-208.64449,41.365696,143.79616,30.783024,1374.576,28.011099,40.344334836127366,39.674898828456584,0
321055503545296896,610624,SDSS,true,true,181.02717,0.2360299974679947,0.10398461,UNCXY,wAGN,4.954656,0.23258236,306.5437,14.1602745,94.89439,13.079042,11.195213,13.251575,232.3787,11.07751,39.973604758002075,-2.0,0
322010705429555200,40636,SDSS,true,true,182.39544,-0.75486,0.18160301,SFGX,sAGN,12.284778,1.29827,461.6572,46.960445,-19.406546,56.853287,-82.70326,42.909798,365.83337,40.66993,39.38833301165578,-2.0,0
