SPECID,CATAID_1,Z_x,BPT,WHAN,RA,DEC,Z_y,URL,URL_IMG,DIST,IS_SBEST,IS_BEST
319848239996102656,7379,0.12581895,UNCX,ELR,177.25657,0.78089,0.12573,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0321.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0321.png,0.01,False,False
319848239996102656,7379,0.12581895,UNCX,ELR,177.25657,0.78089,0.12574,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0337.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0337.png,0.01,True,True
319862258769356800,69986,0.047383454,AGNX,LLR,177.84434,0.11732,0.04731,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0388.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0388.png,0.05,True,True
319862258769356800,69986,0.047383454,AGNX,LLR,177.84434,0.11732,0.04729,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0400.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0400.png,0.05,False,False
319865557304240128,584015,0.047423456,AGNXY,sAGN,177.88099,-0.05108,0.04694,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/290719.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/290719.png,0.46,True,False
319865557304240128,584015,0.047423456,AGNXY,sAGN,177.88109,-0.05102,0.04735,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0399.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0399.png,0.04,False,False
319865557304240128,584015,0.047423456,AGNXY,sAGN,177.88109,-0.05102,0.04735,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0400.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0400.png,0.04,True,True
319869130717030400,98351,0.19533382,AGNX,LLR,177.74967,0.97919,0.19519,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/290819.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/290819.png,0.9,True,False
319869130717030400,98351,0.19533382,AGNX,LLR,177.74992,0.97931,0.19525,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0413.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0413.png,0.11,True,True
319869130717030400,98351,0.19533382,AGNX,LLR,177.74992,0.97931,0.19528,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0414.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0414.png,0.11,False,False
319873803641448448,609948,0.08174586,SFGX,ELR,178.00201,0.28478,0.08153,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/290621.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/290621.png,0.75,True,False
319873803641448448,609948,0.08174586,SFGX,ELR,178.00212,0.28492,0.08168,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0423.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0423.png,0.13,False,False
319873803641448448,609948,0.08174586,SFGX,ELR,178.00212,0.28492,0.08167,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0430.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0430.png,0.13,True,True
319874078519355392,69997,0.25353792,NOEL,NER,177.92583,0.0355,0.25345,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0431.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0431.png,0.07,True,True
319874078519355392,69997,0.25353792,NOEL,NER,177.92583,0.0355,0.25337,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0440.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0440.png,0.07,False,False
319874628275169280,584065,0.23537664,UNCXY,sAGN,178.02609,-0.16636,0.23529,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0433.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0433.png,0.07,True,True
319874628275169280,584065,0.23537664,UNCXY,sAGN,178.02609,-0.16636,0.23593,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0434.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0434.png,0.07,False,False
319876002664704000,70024,0.15287085,SFGX,sAGN,178.04404,0.01841,0.15237,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/290578.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/290578.png,0.61,True,False
319876002664704000,70024,0.15287085,SFGX,sAGN,178.04416,0.01852,0.15277,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0437.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0437.png,0.06,False,False
319876002664704000,70024,0.15287085,SFGX,sAGN,178.04416,0.01852,0.15279,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0438.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0438.png,0.06,True,True
319882599734470656,84465,0.19577385,UNCX,UNC,178.05732,0.56322,0.1957,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0453.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0453.png,0.02,False,False
319882599734470656,84465,0.19577385,UNCX,UNC,178.05732,0.56322,0.19569,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0462.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0462.png,0.02,True,True
319885623391447040,584102,0.12764908,NOEL,LLR,178.11964,-0.13819,0.12747,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/290532.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/290532.png,0.66,True,False
319885623391447040,584102,0.12764908,NOEL,LLR,178.11975,-0.13807,0.12757,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0473.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0473.png,0.07,True,True
319885623391447040,584102,0.12764908,NOEL,LLR,178.11975,-0.13807,0.12754,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0474.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0474.png,0.07,False,False
319889196804237312,610018,0.10744767,AGNXY,wAGN,178.28365,0.36895,0.10739,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/298114.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/298114.png,0.76,True,False
319889196804237312,610018,0.10744767,AGNXY,wAGN,178.28348,0.36907,0.10737,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0486.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0486.png,0.03,True,True
319889196804237312,610018,0.10744767,AGNXY,wAGN,178.28348,0.36907,0.10735,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0492.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0492.png,0.03,False,False
319894144606562304,84553,0.22934622,NOEL,LLR,178.59452,0.53093,0.22926,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0504.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0504.png,0.04,True,True
319894144606562304,84553,0.22934622,NOEL,LLR,178.59452,0.53093,0.22927,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0508.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0508.png,0.04,False,False
319900191920515072,98447,0.22797611,UNCX,NER,178.22324,0.89416,0.22771,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/296326.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/296326.png,0.78,True,False
319900191920515072,98447,0.22797611,UNCX,NER,178.22314,0.89436,0.22789,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0526.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0526.png,0.08,True,True
319900191920515072,98447,0.22797611,UNCX,NER,178.22314,0.89436,0.22796,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0537.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0537.png,0.08,False,False
319901566310049792,7562,0.1578812,UNCX,wAGN,178.20512,0.69918,0.15793,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/296331.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/296331.png,0.91,True,False
319901566310049792,7562,0.1578812,UNCX,wAGN,178.205,0.6994,0.15784,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0527.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0527.png,0.03,False,False
319901566310049792,7562,0.1578812,UNCX,wAGN,178.205,0.6994,0.1578,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0531.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0531.png,0.03,True,True
319903490455398400,98470,0.28351,UNCX,NER,178.29954,0.84187,0.28342,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0538.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0538.png,0.09,True,True
319903490455398400,98470,0.28351,UNCX,NER,178.29954,0.84187,0.28343,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0539.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0539.png,0.09,False,False
319905139722840064,70167,0.10905778,UNCXY,sAGN,178.95703,0.02857,0.1088,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297890.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297890.png,0.44,True,False
319905139722840064,70167,0.10905778,UNCXY,sAGN,178.95707,0.02869,0.10898,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0544.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0544.png,0.1,True,True
319905139722840064,70167,0.10905778,UNCXY,sAGN,178.95707,0.02869,0.10898,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0548.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0548.png,0.1,False,False
319905414600747008,70163,0.16221151,AGNX,LLR,178.91804,0.12458,0.16183,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297905.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297905.png,0.55,True,False
319905414600747008,70163,0.16221151,AGNX,LLR,178.918,0.12473,0.16213,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0545.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0545.png,0.06,True,True
319905414600747008,70163,0.16221151,AGNX,LLR,178.918,0.12473,0.16215,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0559.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0559.png,0.06,False,False
319909262891444224,84610,0.06074439,UNCX,LLR,178.87933,0.42875,0.06064,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297924.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297924.png,0.64,True,False
319909262891444224,84610,0.06074439,UNCX,LLR,178.8793,0.42894,0.06062,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0547.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0547.png,0.06,False,False
319909262891444224,84610,0.06074439,UNCX,LLR,178.8793,0.42894,0.06067,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0559.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0559.png,0.06,True,True
319914760449583104,7618,0.22874618,UNCXY,sAGN,178.61823,0.6875,0.2285,http://www.gama-survey.org/dr3/data/spectra/2qz/J115428.3+004115a.fit,http://www.gama-survey.org/dr3/data/spectra/2qz/png/J115428.3+004115a.png,0.7,True,False
319914760449583104,7618,0.22874618,UNCXY,sAGN,178.61823,0.6875,0.229,http://www.gama-survey.org/dr3/data/spectra/2qz/J115428.3+004115b.fit,http://www.gama-survey.org/dr3/data/spectra/2qz/png/J115428.3+004115b.png,0.7,False,False
319914760449583104,7618,0.22874618,UNCXY,sAGN,178.61823,0.6877,0.22864,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0575.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0575.png,0.1,False,False
319914760449583104,7618,0.22874618,UNCXY,sAGN,178.61823,0.6877,0.22866,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0579.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0579.png,0.1,True,True
319918608740280320,70216,0.169262,UNCX,ELR,179.15924,0.04453,0.16887,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297792.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297792.png,0.27,True,False
319918608740280320,70216,0.169262,UNCX,ELR,179.15924,0.04459,0.16909,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0588.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0588.png,0.07,False,False
319918608740280320,70216,0.169262,UNCX,ELR,179.15924,0.04459,0.16918,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0593.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0593.png,0.07,True,True
319919983129815040,584385,0.1051175,UNCX,LLR,179.20868,-0.16197,0.10482,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297771.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297771.png,1.44,True,False
319919983129815040,584385,0.1051175,UNCX,LLR,179.20853,-0.16233,0.10511,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0595.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0595.png,0.03,False,False
319919983129815040,584385,0.1051175,UNCX,LLR,179.20853,-0.16233,0.10504,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0598.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0598.png,0.03,True,True
319920532885628928,584375,0.109407805,NOEL,NER,179.15811,-0.08739,0.10903,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297793.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297793.png,0.18,True,False
319920532885628928,584375,0.109407805,NOEL,NER,179.15814,-0.08735,0.10933,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0591.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0591.png,0.04,False,False
319920532885628928,584375,0.109407805,NOEL,NER,179.15814,-0.08735,0.10933,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0600.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0600.png,0.04,True,True
319922182153070592,98552,0.1991541,SFGX,sAGN,178.72827,0.84477,0.19891,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/296223.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/296223.png,0.11,True,False
319922182153070592,98552,0.1991541,SFGX,sAGN,178.7283,0.84483,0.19911,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51662-0605.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51662-0605.png,0.13,False,False
319922182153070592,98552,0.1991541,SFGX,sAGN,178.7283,0.84483,0.19907,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0284-51943-0606.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0284-51943-0606.png,0.13,True,True
320891951190665216,584998,0.1109152,UNCX,LLR,180.81407,-0.18883,0.11038,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297077.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297077.png,0.54,True,False
320891951190665216,584998,0.1109152,UNCX,LLR,180.81399,-0.18871,0.11081,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0033.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0033.png,0.03,False,False
320891951190665216,584998,0.1109152,UNCX,LLR,180.81399,-0.18871,0.11082,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0038.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0038.png,0.03,True,True
320897448748804096,536045,0.17884102,SFGX,sAGN,180.20338,-1.04459,0.17877,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297283.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297283.png,0.06,True,False
320897448748804096,536045,0.17884102,SFGX,sAGN,180.20337,-1.04463,0.17881,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0052.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0052.png,0.08,False,False
320897448748804096,536045,0.17884102,SFGX,sAGN,180.20337,-1.04463,0.17874,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0058.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0058.png,0.08,True,True
320904870452291584,535964,0.12970681,UNCX,LLR,179.87019,-0.92605,0.12974,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297443.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297443.png,0.6,True,False
320904870452291584,535964,0.12970681,UNCX,LLR,179.8702,-0.92587,0.12961,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0085.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0085.png,0.07,True,True
320904870452291584,535964,0.12970681,UNCX,LLR,179.8702,-0.92587,0.12969,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0097.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0097.png,0.07,False,False
320910368010430464,560455,0.11995598,UNCX,NER,180.39365,-0.49484,0.11974,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297222.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297222.png,0.61,True,False
320910368010430464,560455,0.11995598,UNCX,NER,180.39363,-0.49469,0.11988,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0104.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0104.png,0.08,False,False
320910368010430464,560455,0.11995598,UNCX,NER,180.39363,-0.49469,0.11986,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0105.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0105.png,0.08,True,True
320924936539498496,584682,0.08133267,AGNX,LLR,180.12056,-0.12323,0.08096,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297323.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297323.png,1.55,True,False
320924936539498496,584682,0.08133267,AGNX,LLR,180.12032,-0.12356,0.08122,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0157.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0157.png,0.07,False,False
320924936539498496,584682,0.08133267,AGNX,LLR,180.12032,-0.12356,0.08124,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0158.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0158.png,0.07,True,True
320927960196474880,560351,0.16977024,UNCX,ELR,180.04413,-0.59372,0.16955,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297369.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297369.png,0.64,True,False
320927960196474880,560351,0.16977024,UNCX,ELR,180.04407,-0.59354,0.16964,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0167.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0167.png,0.06,False,False
320927960196474880,560351,0.16977024,UNCX,ELR,180.04407,-0.59354,0.16967,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0169.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0169.png,0.06,True,True
320949950429030400,31275,0.12699658,SFGX,sAGN,179.23716,-1.22515,0.12725,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297766.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297766.png,0.92,True,False
320949950429030400,31275,0.12699658,SFGX,sAGN,179.23712,-1.2249,0.1269,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0249.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0249.png,0.08,True,True
320949950429030400,31275,0.12699658,SFGX,sAGN,179.23712,-1.2249,0.12687,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0260.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0260.png,0.08,False,False
320958471644145664,692601,0.25979796,AGNXY,sAGN,179.49471,-0.37244,0.25992,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0263.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0263.png,0.04,False,False
320958471644145664,692601,0.25979796,AGNXY,sAGN,179.49471,-0.37244,0.25969,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0280.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0280.png,0.04,True,True
320958471644145664,692601,0.25979796,AGNXY,sAGN,179.495,-0.37256,0.26025,http://www.gama-survey.org/dr3/data/spectra/6dfgs/g1157588-002221.fit,http://www.gama-survey.org/dr3/data/spectra/6dfgs/png/g1157588-002221.png,1.11,True,False
320963144568563712,535673,0.15021858,SFGXY,UNC,178.98255,-0.9724,0.15022,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297887.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297887.png,1.01,True,False
320963144568563712,535673,0.15021858,SFGXY,UNC,178.98255,-0.97212,0.1501,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0294.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0294.png,0.03,False,False
320963144568563712,535673,0.15021858,SFGXY,UNC,178.98255,-0.97212,0.15012,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0297.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0297.png,0.03,True,True
320963969202284544,31219,0.08584306,AGNXY,SFG,178.89585,-1.10453,0.08575,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297920.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297920.png,0.54,True,False
320963969202284544,31219,0.08584306,AGNXY,SFG,178.89589,-1.10437,0.08575,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0295.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0295.png,0.04,False,False
320963969202284544,31219,0.08584306,AGNXY,SFG,178.89589,-1.10437,0.08575,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0300.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0300.png,0.04,True,True
320966443103447040,39921,0.064651236,AGNXY,sAGN,178.90853,-0.77081,0.06471,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297919.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297919.png,1.1,True,False
320966443103447040,39921,0.064651236,AGNXY,sAGN,178.90828,-0.77061,0.06456,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0308.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0308.png,0.06,False,False
320966443103447040,39921,0.064651236,AGNXY,sAGN,178.90828,-0.77061,0.06456,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0309.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0309.png,0.06,True,True
320971116027865088,22727,0.19701257,SFGXY,sAGN,178.88954,1.125,0.19714,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/296166.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/296166.png,0.52,True,False
320971116027865088,22727,0.19701257,SFGXY,sAGN,178.88958,1.12515,0.19691,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0326.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0326.png,0.09,True,True
320971116027865088,22727,0.19701257,SFGXY,sAGN,178.88958,1.12515,0.19696,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0334.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0334.png,0.09,False,False
320991182115072000,70331,0.07671227,AGNX,LLR,179.49941,0.14502,0.0763,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297632.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297632.png,0.55,True,False
320991182115072000,70331,0.07671227,AGNX,LLR,179.49952,0.14509,0.07657,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0381.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0381.png,0.09,False,False
320991182115072000,70331,0.07671227,AGNX,LLR,179.49952,0.14509,0.07662,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0399.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0399.png,0.09,True,True
321006575277860864,7921,0.062201027,UNCXY,sAGN,179.80272,0.70635,0.06243,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/295861.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/295861.png,0.2,True,False
321006575277860864,7921,0.062201027,UNCXY,sAGN,179.80274,0.70643,0.06208,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0447.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0447.png,0.12,False,False
321006575277860864,7921,0.062201027,UNCXY,sAGN,179.80274,0.70643,0.06211,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0455.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0455.png,0.12,True,True
321022243318556672,610397,0.077492334,UNCX,ELR,180.06986,0.40503,0.07714,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/297355.fit,http://www.gama-survey.org/dr3/data/spectra/2dfgrs/png/297355.png,0.22,True,False
321022243318556672,610397,0.077492334,UNCX,ELR,180.06982,0.40511,0.07739,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51663-0509.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51663-0509.png,0.11,False,False
321022243318556672,610397,0.077492334,UNCX,ELR,180.06982,0.40511,0.0774,http://www.gama-survey.org/dr3/data/spectra/sdss/spec-0285-51930-0512.fit,http://www.gama-survey.org/dr3/data/spectra/sdss/png/spec-0285-51930-0512.png,0.11,True,True
